"Station Name","CHELSEA"
"Province","QUEBEC"
"Latitude","45.52"
"Longitude","-75.78"
"Elevation","112.50"
"Climate Identifier","7031360"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2004-01-16","2004","01","16","","-15.0","","-26.0","","-20.5","","38.5","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"2004-01-17","2004","01","17","","-11.0","","-19.5","","-15.3","","33.3","","0.0","","0.0","","10.0","","10.0","","20","","","","",""
"2004-01-18","2004","01","18","","-8.0","","-15.5","","-11.8","","29.8","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"2004-01-19","2004","01","19","","-9.0","","-17.0","","-13.0","","31.0","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"2004-01-20","2004","01","20","","-9.0","","-16.5","","-12.8","","30.8","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2004-01-21","2004","01","21","","-12.5","","-20.0","","-16.3","","34.3","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2004-01-22","2004","01","22","","-6.0","","-16.0","","-11.0","","29.0","","0.0","","0.0","","4.0","","4.0","","23","","","","",""
"2004-01-23","2004","01","23","","-18.5","","-26.0","","-22.3","","40.3","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"2004-01-24","2004","01","24","","-21.0","","-30.5","","-25.8","","43.8","","0.0","","0.0","","0.0","","0.0","","24","","","","",""
"2004-01-25","2004","01","25","","-16.5","","-33.0","","-24.8","","42.8","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2004-01-26","2004","01","26","","-19.5","","-32.0","","-25.8","","43.8","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"2004-01-27","2004","01","27","","-11.5","","-22.0","E","-16.8","E","34.8","E","0.0","E","0.0","","4.0","","4.0","","20","","","","",""
"2004-01-28","2004","01","28","","-6.5","","-12.5","","-9.5","","27.5","","0.0","","0.0","","2.4","","2.4","","20","","","","",""
"2004-01-29","2004","01","29","","-12.5","","-15.0","","-13.8","","31.8","","0.0","","0.0","","1.0","","1.0","","22","","","","",""
"2004-01-30","2004","01","30","","-14.0","","-17.0","","-15.5","","33.5","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"2004-01-31","2004","01","31","","","M","-16.5","","","M","","M","","M","0.0","","0.0","","0.0","","20","","","","",""
"2004-02-01","2004","02","01","","-9.7","E","","M","","M","","M","","M","0.0","","0.0","","0.0","","","M","","","",""
"2004-02-02","2004","02","02","","-2.5","","-15.0","","-8.8","","26.8","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"2004-02-03","2004","02","03","","-0.5","","-11.0","","-5.8","","23.8","","0.0","","0.0","","7.5","","7.5","","21","","","","",""
"2004-02-04","2004","02","04","","-3.5","","-8.0","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"2004-02-05","2004","02","05","","-4.0","","-13.0","","-8.5","","26.5","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2004-02-06","2004","02","06","","-7.0","","-16.0","","-11.5","","29.5","","0.0","","0.0","","7.4","","7.4","","20","","","","",""
"2004-02-07","2004","02","07","","-6.5","","-10.0","","-8.3","","26.3","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"2004-02-08","2004","02","08","","-6.5","","-25.0","","-15.8","","33.8","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2004-02-09","2004","02","09","","0.5","","-15.5","","-7.5","","25.5","","0.0","","0.5","","0.0","","0.5","","22","","","","",""
"2004-02-10","2004","02","10","","1.5","","-2.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","25","","","","",""
"2004-02-11","2004","02","11","","-9.5","","-14.5","","-12.0","","30.0","","0.0","","0.0","","0.2","","0.2","","28","","","","",""
"2004-02-12","2004","02","12","","-6.0","","-21.0","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"2004-02-13","2004","02","13","","","M","-17.7","","","M","","M","","M","0.0","","","M","","M","30","","","","",""
"2004-02-14","2004","02","14","","","M","","M","","M","","M","","M","0.0","","","M","","M","","M","","","",""
"2004-02-15","2004","02","15","","-13.0","E","","M","","M","","M","","M","0.0","","0.0","","0.0","","","M","","","",""
"2004-02-16","2004","02","16","","-11.0","","-28.0","","-19.5","","37.5","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"2004-02-17","2004","02","17","","-9.5","","-23.0","","-16.3","","34.3","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"2004-02-18","2004","02","18","","-1.0","","-20.0","","-10.5","","28.5","","0.0","","0.0","","1.0","","1.0","","30","","","","",""
"2004-02-19","2004","02","19","","3.0","","-9.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"2004-02-20","2004","02","20","","-1.0","","-10.5","","-5.8","","23.8","","0.0","","0.0","","11.6","","11.6","","28","","","","",""
"2004-02-21","2004","02","21","","2.5","","-5.0","","-1.3","","19.3","","0.0","","0.5","","0.4","","0.9","","36","","","","",""
"2004-02-22","2004","02","22","","-1.0","","-6.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","34","","","","",""
"2004-02-23","2004","02","23","","-2.5","","-11.0","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"2004-02-24","2004","02","24","","-2.5","","-15.5","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","36","","","","",""
"2004-02-25","2004","02","25","","1.5","","-11.0","","-4.8","","22.8","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"2004-02-26","2004","02","26","","1.0","","-14.5","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"2004-02-27","2004","02","27","","3.5","","-15.0","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"2004-02-28","2004","02","28","","7.5","","-11.0","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","30","","","","",""
"2004-02-29","2004","02","29","","4.0","","-1.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"2004-03-01","2004","03","01","","8.0","","-5.0","","1.5","","16.5","","0.0","","19.2","","0.0","","19.2","","28","","","","",""
"2004-03-02","2004","03","02","","8.5","","1.0","","4.8","","13.2","","0.0","","5.6","","0.0","","5.6","","26","","","","",""
"2004-03-03","2004","03","03","","4.5","","1.0","","2.8","","15.2","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"2004-03-04","2004","03","04","","5.5","","-1.5","","2.0","","16.0","","0.0","","0.0","","0.0","T","0.0","T","15","","","","",""
"2004-03-05","2004","03","05","","6.0","","0.0","","3.0","","15.0","","0.0","","28.6","","0.0","","28.6","","12","","","","",""
"2004-03-06","2004","03","06","","5.0","","-1.5","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"2004-03-07","2004","03","07","","0.0","","-7.5","","-3.8","","21.8","","0.0","","0.0","","0.2","","0.2","","10","","","","",""
"2004-03-08","2004","03","08","","1.5","","-3.5","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"2004-03-09","2004","03","09","","2.0","","-6.0","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"2004-03-10","2004","03","10","","5.5","","-9.5","","-2.0","","20.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"2004-03-11","2004","03","11","","6.5","","-8.5","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"2004-03-12","2004","03","12","","3.5","","-2.0","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","5","","","","",""
"2004-03-13","2004","03","13","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","M","","","",""
"2004-03-14","2004","03","14","","2.0","","","M","","M","","M","","M","0.0","","2.0","","2.0","","","M","","","",""
"2004-03-15","2004","03","15","","3.5","","-4.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"2004-03-16","2004","03","16","","-4.5","","-10.0","","-7.3","","25.3","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"2004-03-17","2004","03","17","","-1.0","","-9.0","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2004-03-18","2004","03","18","","-3.5","","-10.0","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2004-03-19","2004","03","19","","4.0","","-8.0","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","",""
"2004-03-20","2004","03","20","","4.0","","-4.0","","0.0","","18.0","","0.0","","0.0","","7.9","","7.9","","0","T","","","",""
"2004-03-21","2004","03","21","","-4.0","","-7.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"2004-03-22","2004","03","22","","-7.0","","-17.0","","-12.0","","30.0","","0.0","","0.0","","2.0","","2.0","","8","","","","",""
"2004-03-23","2004","03","23","","2.0","","-15.0","","-6.5","","24.5","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"2004-03-24","2004","03","24","","2.0","","-18.0","","-8.0","","26.0","","0.0","","0.4","","0.0","","0.4","","9","","","","",""
"2004-03-25","2004","03","25","","5.0","","0.5","","2.8","","15.2","","0.0","","10.2","","0.0","","10.2","","4","","","","",""
"2004-03-26","2004","03","26","","9.0","","2.0","","5.5","","12.5","","0.0","","17.2","","0.0","","17.2","","2","","","","",""
"2004-03-27","2004","03","27","","7.0","","4.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2004-03-28","2004","03","28","","10.5","","-1.5","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2004-03-29","2004","03","29","","13.5","","-3.0","","5.3","","12.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2004-03-30","2004","03","30","","15.0","","-3.0","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2004-03-31","2004","03","31","","9.5","","1.0","","5.3","","12.7","","0.0","","0.4","","0.0","","0.4","","0","T","","","",""
"2004-04-01","2004","04","01","","10.0","","2.5","","6.3","","11.7","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"2004-04-02","2004","04","02","","9.0","","4.0","","6.5","","11.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"2004-04-03","2004","04","03","","4.0","","2.5","","3.3","","14.7","","0.0","","9.8","","2.0","","11.8","","0","","","","",""
"2004-04-04","2004","04","04","","-1.0","","-5.0","","-3.0","","21.0","","0.0","","0.0","","1.2","","1.2","","2","","","","",""
"2004-04-05","2004","04","05","","0.0","","-12.0","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","4","","","","",""
"2004-04-06","2004","04","06","","7.5","","-8.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2004-04-07","2004","04","07","","9.5","","-1.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","",""
"2004-04-08","2004","04","08","","10.0","","-3.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-09","2004","04","09","","9.0","","-2.5","","3.3","","14.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-10","2004","04","10","","5.0","","-2.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-11","2004","04","11","","5.5","","-4.0","","0.8","","17.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-12","2004","04","12","","9.5","","-3.0","","3.3","","14.7","","0.0","","2.8","","0.0","","2.8","","0","","","","",""
"2004-04-13","2004","04","13","","3.5","","0.5","","2.0","","16.0","","0.0","","11.2","","0.0","","11.2","","0","","","","",""
"2004-04-14","2004","04","14","","11.5","","1.0","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-15","2004","04","15","","10.5","","-2.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-16","2004","04","16","","13.5","","-5.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-17","2004","04","17","","10.5","","1.0","","5.8","","12.2","","0.0","","15.6","","0.0","","15.6","","0","","","","",""
"2004-04-18","2004","04","18","","17.0","","-0.5","","8.3","","9.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"2004-04-19","2004","04","19","","20.0","","7.0","","13.5","","4.5","","0.0","","8.6","","0.0","","8.6","","0","","","","",""
"2004-04-20","2004","04","20","","11.5","","1.5","","6.5","","11.5","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2004-04-21","2004","04","21","","19.5","","0.0","","9.8","","8.2","","0.0","","12.0","","0.0","","12.0","","0","","","","",""
"2004-04-22","2004","04","22","","14.5","","10.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-23","2004","04","23","","10.5","","-1.5","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-24","2004","04","24","","8.5","","4.5","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-25","2004","04","25","","7.5","","-3.0","","2.3","","15.7","","0.0","","1.8","","0.0","","1.8","","0","","","","",""
"2004-04-26","2004","04","26","","12.5","","0.5","","6.5","","11.5","","0.0","","7.4","","0.0","","7.4","","0","","","","",""
"2004-04-27","2004","04","27","","12.0","","3.0","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-28","2004","04","28","","11.0","","-1.0","","5.0","","13.0","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"2004-04-29","2004","04","29","","27.0","","4.5","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-04-30","2004","04","30","","25.5","","15.5","","20.5","","0.0","","2.5","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-01","2004","05","01","","22.5","","14.0","","18.3","","0.0","","0.3","","4.4","","0.0","","4.4","","0","","","","",""
"2004-05-02","2004","05","02","","8.5","","6.0","","7.3","","10.7","","0.0","","15.6","","0.0","","15.6","","0","","","","",""
"2004-05-03","2004","05","03","","9.5","","2.5","","6.0","","12.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-04","2004","05","04","","12.0","","1.0","","6.5","","11.5","","0.0","","1.8","","0.0","","1.8","","0","","","","",""
"2004-05-05","2004","05","05","","12.5","","3.5","","8.0","","10.0","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"2004-05-06","2004","05","06","","17.5","","6.5","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-07","2004","05","07","","12.0","","6.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-08","2004","05","08","","10.5","","-3.0","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-09","2004","05","09","","20.0","","0.0","","10.0","","8.0","","0.0","","1.8","","0.0","","1.8","","0","","","","",""
"2004-05-10","2004","05","10","","15.5","","5.5","","10.5","","7.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-11","2004","05","11","","25.0","","9.5","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-12","2004","05","12","","26.0","","6.0","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-13","2004","05","13","","25.5","","11.0","","18.3","","0.0","","0.3","","5.8","","0.0","","5.8","","0","","","","",""
"2004-05-14","2004","05","14","","29.5","","11.0","","20.3","","0.0","","2.3","","4.0","","0.0","","4.0","","0","","","","",""
"2004-05-15","2004","05","15","","20.5","","14.5","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-16","2004","05","16","","18.5","","6.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-17","2004","05","17","","23.0","","4.0","","13.5","","4.5","","0.0","","4.4","","0.0","","4.4","","0","","","","",""
"2004-05-18","2004","05","18","","21.0","","14.0","","17.5","","0.5","","0.0","","8.6","E","0.0","","8.6","E","0","","","","",""
"2004-05-19","2004","05","19","","21.5","","4.0","","12.8","","5.2","","0.0","","0.0","E","0.0","","0.0","E","0","","","","",""
"2004-05-20","2004","05","20","","23.0","","6.0","","14.5","","3.5","","0.0","","8.2","","0.0","","8.2","","0","","","","",""
"2004-05-21","2004","05","21","","17.0","","7.0","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-22","2004","05","22","","17.5","","9.5","","13.5","","4.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"2004-05-23","2004","05","23","","21.0","","11.5","","16.3","","1.7","","0.0","","18.0","","0.0","","18.0","","0","","","","",""
"2004-05-24","2004","05","24","","11.5","","8.0","","9.8","","8.2","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"2004-05-25","2004","05","25","","13.5","","8.0","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-26","2004","05","26","","19.0","","10.5","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-27","2004","05","27","","21.5","","5.0","","13.3","","4.7","","0.0","","0.0","C","0.0","","0.0","C","0","","","","",""
"2004-05-28","2004","05","28","","15.5","","11.5","","13.5","","4.5","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2004-05-29","2004","05","29","","18.0","","1.5","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-30","2004","05","30","","20.5","","2.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-05-31","2004","05","31","","19.5","","3.0","","11.3","","6.7","","0.0","","5.8","","0.0","","5.8","","0","","","","",""
"2004-06-01","2004","06","01","","15.0","","10.0","","12.5","","5.5","","0.0","","7.4","","0.0","","7.4","","0","","","","",""
"2004-06-02","2004","06","02","","18.5","","8.0","","13.3","","4.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-03","2004","06","03","","17.7","","8.0","","12.9","","5.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-04","2004","06","04","","20.5","","3.0","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-05","2004","06","05","","24.0","","5.5","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-06","2004","06","06","","20.7","E","8.0","","14.4","E","3.6","E","0.0","E","3.0","","0.0","","3.0","","0","","","","",""
"2004-06-07","2004","06","07","","26.5","","13.0","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-08","2004","06","08","","30.0","","16.0","","23.0","","0.0","","5.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-09","2004","06","09","","27.5","","20.0","","23.8","","0.0","","5.8","","0.6","","0.0","","0.6","","0","","","","",""
"2004-06-10","2004","06","10","","19.5","","10.5","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-11","2004","06","11","","20.5","","4.0","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-12","2004","06","12","","22.0","","6.0","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-13","2004","06","13","","25.5","","6.0","","15.8","","2.2","","0.0","","9.6","","0.0","","9.6","","0","","","","",""
"2004-06-14","2004","06","14","","27.5","","14.5","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-15","2004","06","15","","25.5","","15.0","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-16","2004","06","16","","24.5","","10.0","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-17","2004","06","17","","28.5","","13.0","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-18","2004","06","18","","27.5","","17.5","","22.5","","0.0","","4.5","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-19","2004","06","19","","20.5","","16.0","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-20","2004","06","20","","23.5","","5.0","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-21","2004","06","21","","24.0","","12.5","","18.3","","0.0","","0.3","","9.8","","0.0","","9.8","","0","","","","",""
"2004-06-22","2004","06","22","","20.5","","14.5","","17.5","","0.5","","0.0","","3.4","E","0.0","","3.4","E","0","","","","",""
"2004-06-23","2004","06","23","","24.3","E","","M","","M","","M","","M","1.8","E","0.0","","1.8","E","0","","","","",""
"2004-06-24","2004","06","24","","26.0","","12.0","","19.0","","0.0","","1.0","","5.0","","0.0","","5.0","","0","","","","",""
"2004-06-25","2004","06","25","","19.5","","8.0","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-26","2004","06","26","","18.0","","7.0","","12.5","","5.5","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"2004-06-27","2004","06","27","","20.5","","10.0","","15.3","","2.7","","0.0","","0.6","","0.0","","0.6","","0","","","","",""
"2004-06-28","2004","06","28","","22.5","","11.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-06-29","2004","06","29","","20.0","","8.5","","14.3","","3.7","","0.0","","7.0","","0.0","","7.0","","0","","","","",""
"2004-06-30","2004","06","30","","24.0","","8.5","","16.3","","1.7","","0.0","","4.4","","0.0","","4.4","","0","","","","",""
"2004-07-01","2004","07","01","","25.0","","11.5","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"2004-07-02","2004","07","02","","24.5","","10.0","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"2004-07-03","2004","07","03","","26.5","","12.0","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","0","","","","",""
"2004-07-04","2004","07","04","","29.5","","10.5","","20.0","","0.0","","2.0","","0.8","","0.0","","0.8","","0","","","","",""
"2004-07-05","2004","07","05","","25.5","","19.0","","22.3","","0.0","","4.3","","0.8","","0.0","","0.8","","0","","","","",""
"2004-07-06","2004","07","06","","25.0","","12.5","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","0","","","","",""
"2004-07-07","2004","07","07","","24.5","","10.0","","17.3","","0.7","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"2004-07-08","2004","07","08","","25.5","","17.0","","21.3","","0.0","","3.3","","1.4","","0.0","","1.4","","0","","","","",""
"2004-07-09","2004","07","09","","22.0","","15.0","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","","","","",""
"2004-07-10","2004","07","10","","27.0","","14.5","","20.8","","0.0","","2.8","","1.8","","0.0","","1.8","","0","","","","",""
"2004-07-11","2004","07","11","","26.5","","13.0","","19.8","","0.0","","1.8","","0.0","","0.0","","0.0","","0","","","","",""
"2004-07-12","2004","07","12","","29.5","","15.0","","22.3","","0.0","","4.3","","0.4","","0.0","","0.4","","0","","","","",""
"2004-07-13","2004","07","13","","24.5","","18.0","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","0","","","","",""
"2004-07-14","2004","07","14","","25.0","","17.0","","21.0","","0.0","","3.0","","18.0","","0.0","","18.0","","0","","","","",""
"2004-07-15","2004","07","15","","21.5","","18.0","","19.8","","0.0","","1.8","","10.0","","0.0","","10.0","","0","","","","",""
